>[    3.429758] random 0030 0000 0000 cadf44cd e6e5b548: add_disk_randomness(8:0) cadf44cd e6e5b548
[    4.114613] random 0038 0000 0000 d38d131a 9547f191: rand_read_num 255 get_random_bytes(16): sig ffffff8a d38d131a 9547f191
[    4.114616] random 0038 0000 0000 d38d131a 9547f191: extract_entropy(.. 16 ..)
[    4.114618] random 0038 0000 0000 d38d131a 9547f191: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.114620] random 0038 0000 0000 d38d131a 9547f191: extract_entropy(.. 16 ..)
[    4.114622] random 0038 0000 0000 d38d131a 9547f191: trying to extract 128 bits from input
[    4.114625] random 0038 0000 0000 d38d131a 9547f191: debiting 0 entropy credits from input
[    4.114626] random 0038 0000 0000 d38d131a 9547f191: extract_entropy account returned: 0 
[    4.114629] random 0038 0000 0000 d38d131a 9547f191: urand_change_num 773 xfer_secondary_pool(16): pool_sig ffffff8a, data_sig 00000000, bytes_mixed 0 d38d131a 9547f191
[    4.114632] random 0038 0000 0000 d38d131a 9547f191: trying to extract 128 bits from nonblocking
[    4.114634] random 0038 0000 0000 d38d131a 9547f191: debiting 128 entropy credits from nonblocking (unlimited)
[    4.114636] random 0038 0000 0000 d38d131a 9547f191: extract_entropy account returned: 16 
[    4.114640] random 0038 0000 0000 d38d131a 9547f191: urand_change_num 774 extract_buf: pool_sig ffffff8a, data_sig fffffe50, bytes_mixed 20 d38d131a 9547f191
[    4.114644] random 0038 0000 0000 1b3ef689 e6b6ca19: urand_change_num 775 extract_buf: pool_sig 000003e4, data_sig ffffffd8, bytes_mixed 20 1b3ef689 e6b6ca19
[    4.116775] random 0038 0000 0000 f7440c8c 44ed6e6b: rand_read_num 256 get_random_bytes(16): sig 00000448 f7440c8c 44ed6e6b
[    4.116778] random 0038 0000 0000 f7440c8c 44ed6e6b: extract_entropy(.. 16 ..)
[    4.116781] random 0038 0000 0000 f7440c8c 44ed6e6b: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.116783] random 0038 0000 0000 f7440c8c 44ed6e6b: extract_entropy(.. 16 ..)
[    4.116785] random 0038 0000 0000 f7440c8c 44ed6e6b: trying to extract 128 bits from input
[    4.116787] random 0038 0000 0000 f7440c8c 44ed6e6b: debiting 0 entropy credits from input
[    4.116789] random 0038 0000 0000 f7440c8c 44ed6e6b: extract_entropy account returned: 0 
[    4.116792] random 0038 0000 0000 f7440c8c 44ed6e6b: urand_change_num 776 xfer_secondary_pool(16): pool_sig 00000448, data_sig 00000000, bytes_mixed 0 f7440c8c 44ed6e6b
[    4.116795] random 0038 0000 0000 f7440c8c 44ed6e6b: trying to extract 128 bits from nonblocking
[    4.116797] random 0038 0000 0000 f7440c8c 44ed6e6b: debiting 128 entropy credits from nonblocking (unlimited)
[    4.116800] random 0038 0000 0000 f7440c8c 44ed6e6b: extract_entropy account returned: 16 
[    4.116803] random 0038 0000 0000 f7440c8c 44ed6e6b: urand_change_num 777 extract_buf: pool_sig 00000448, data_sig 000000bb, bytes_mixed 20 f7440c8c 44ed6e6b
[    4.116807] random 0038 0000 0000 f7440c8c 44ed6e6b: urand_change_num 778 extract_buf: pool_sig fffffbbe, data_sig 0000021a, bytes_mixed 20 f7440c8c 44ed6e6b
[    4.116985] random 0038 0000 0000 f381bcdc ee8dbc52: rand_read_num 257 get_random_bytes(16): sig fffffe8a f381bcdc ee8dbc52
[    4.116988] random 0038 0000 0000 f381bcdc ee8dbc52: extract_entropy(.. 16 ..)
[    4.116990] random 0038 0000 0000 f381bcdc ee8dbc52: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.116992] random 0038 0000 0000 f381bcdc ee8dbc52: extract_entropy(.. 16 ..)
[    4.116994] random 0038 0000 0000 f381bcdc ee8dbc52: trying to extract 128 bits from input
[    4.116996] random 0038 0000 0000 f381bcdc ee8dbc52: debiting 0 entropy credits from input
[    4.116998] random 0038 0000 0000 f381bcdc ee8dbc52: extract_entropy account returned: 0 
[    4.117001] random 0038 0000 0000 f381bcdc ee8dbc52: urand_change_num 779 xfer_secondary_pool(16): pool_sig fffffe8a, data_sig 00000000, bytes_mixed 0 f381bcdc ee8dbc52
[    4.117004] random 0038 0000 0000 f381bcdc ee8dbc52: trying to extract 128 bits from nonblocking
[    4.117006] random 0038 0000 0000 f381bcdc ee8dbc52: debiting 128 entropy credits from nonblocking (unlimited)
[    4.117008] random 0038 0000 0000 f381bcdc ee8dbc52: extract_entropy account returned: 16 
[    4.117011] random 0038 0000 0000 f381bcdc ee8dbc52: urand_change_num 780 extract_buf: pool_sig fffffe8a, data_sig 00000185, bytes_mixed 20 f381bcdc ee8dbc52
[    4.117015] random 0038 0000 0000 f381bcdc ee8dbc52: urand_change_num 781 extract_buf: pool_sig 000000dc, data_sig fffffce6, bytes_mixed 20 f381bcdc ee8dbc52
[    4.125869] random 0038 0000 0000 b603583b b54947e0: rand_read_num 258 get_random_bytes(16): sig fffffd4c b603583b b54947e0
[    4.125872] random 0038 0000 0000 b603583b b54947e0: extract_entropy(.. 16 ..)
[    4.125875] random 0038 0000 0000 b603583b b54947e0: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.125877] random 0038 0000 0000 b603583b b54947e0: extract_entropy(.. 16 ..)
[    4.125879] random 0038 0000 0000 b603583b b54947e0: trying to extract 128 bits from input
[    4.125881] random 0038 0000 0000 b603583b b54947e0: debiting 0 entropy credits from input
[    4.125883] random 0038 0000 0000 b603583b b54947e0: extract_entropy account returned: 0 
[    4.125886] random 0038 0000 0000 b603583b b54947e0: urand_change_num 782 xfer_secondary_pool(16): pool_sig fffffd4c, data_sig 00000000, bytes_mixed 0 b603583b b54947e0
[    4.125889] random 0038 0000 0000 b603583b b54947e0: trying to extract 128 bits from nonblocking
[    4.125892] random 0038 0000 0000 b603583b b54947e0: debiting 128 entropy credits from nonblocking (unlimited)
[    4.125894] random 0038 0000 0000 b603583b b54947e0: extract_entropy account returned: 16 
[    4.125897] random 0038 0000 0000 b603583b b54947e0: urand_change_num 783 extract_buf: pool_sig fffffd4c, data_sig fffffd21, bytes_mixed 20 b603583b b54947e0
[    4.125901] random 0038 0000 0000 b42bb8d2 165864b4: urand_change_num 784 extract_buf: pool_sig fffffaa3, data_sig ffffff08, bytes_mixed 20 b42bb8d2 165864b4
[    4.126581] random 0038 0000 0000 b42bb8d2 165864b4: rand_read_num 259 get_random_bytes(16): sig 000000d1 b42bb8d2 165864b4
[    4.126584] random 0038 0000 0000 b42bb8d2 165864b4: extract_entropy(.. 16 ..)
[    4.126587] random 0038 0000 0000 b42bb8d2 165864b4: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.126589] random 0038 0000 0000 b42bb8d2 165864b4: extract_entropy(.. 16 ..)
[    4.126591] random 0038 0000 0000 b42bb8d2 165864b4: trying to extract 128 bits from input
[    4.126593] random 0038 0000 0000 b42bb8d2 165864b4: debiting 0 entropy credits from input
[    4.126595] random 0038 0000 0000 b42bb8d2 165864b4: extract_entropy account returned: 0 
[    4.126598] random 0038 0000 0000 b42bb8d2 165864b4: urand_change_num 785 xfer_secondary_pool(16): pool_sig 000000d1, data_sig 00000000, bytes_mixed 0 b42bb8d2 165864b4
[    4.126601] random 0038 0000 0000 b42bb8d2 165864b4: trying to extract 128 bits from nonblocking
[    4.126603] random 0038 0000 0000 b42bb8d2 165864b4: debiting 128 entropy credits from nonblocking (unlimited)
[    4.126605] random 0038 0000 0000 b42bb8d2 165864b4: extract_entropy account returned: 16 
[    4.126608] random 0038 0000 0000 b42bb8d2 165864b4: urand_change_num 786 extract_buf: pool_sig 000000d1, data_sig fffffff7, bytes_mixed 20 b42bb8d2 165864b4
[    4.126613] random 0038 0000 0000 62cc21d7 16646c5d: urand_change_num 787 extract_buf: pool_sig fffffef0, data_sig fffffe4c, bytes_mixed 20 62cc21d7 16646c5d
[    4.127996] random 0038 0000 0000 1a914d80 0be314b7: rand_read_num 260 get_random_bytes(16): sig fffff7f2 1a914d80 0be314b7
[    4.127999] random 0038 0000 0000 1a914d80 0be314b7: extract_entropy(.. 16 ..)
[    4.128002] random 0038 0000 0000 1a914d80 0be314b7: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.128004] random 0038 0000 0000 1a914d80 0be314b7: extract_entropy(.. 16 ..)
[    4.128006] random 0038 0000 0000 1a914d80 0be314b7: trying to extract 128 bits from input
[    4.128008] random 0038 0000 0000 1a914d80 0be314b7: debiting 0 entropy credits from input
[    4.128010] random 0038 0000 0000 1a914d80 0be314b7: extract_entropy account returned: 0 
[    4.128013] random 0038 0000 0000 1a914d80 0be314b7: urand_change_num 788 xfer_secondary_pool(16): pool_sig fffff7f2, data_sig 00000000, bytes_mixed 0 1a914d80 0be314b7
[    4.128016] random 0038 0000 0000 1a914d80 0be314b7: trying to extract 128 bits from nonblocking
[    4.128018] random 0038 0000 0000 1a914d80 0be314b7: debiting 128 entropy credits from nonblocking (unlimited)
[    4.128020] random 0038 0000 0000 1a914d80 0be314b7: extract_entropy account returned: 16 
[    4.128024] random 0038 0000 0000 1a914d80 0be314b7: urand_change_num 789 extract_buf: pool_sig fffff7f2, data_sig fffffe80, bytes_mixed 20 1a914d80 0be314b7
[    4.128028] random 0038 0000 0000 1a914d80 0be314b7: urand_change_num 790 extract_buf: pool_sig fffffc01, data_sig ffffff59, bytes_mixed 20 1a914d80 0be314b7
[    4.128657] random 0038 0000 0000 40599784 ed174f7a: rand_read_num 261 get_random_bytes(16): sig ffffff40 40599784 ed174f7a
[    4.128660] random 0038 0000 0000 40599784 ed174f7a: extract_entropy(.. 16 ..)
[    4.128663] random 0038 0000 0000 40599784 ed174f7a: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.128665] random 0038 0000 0000 40599784 ed174f7a: extract_entropy(.. 16 ..)
[    4.128667] random 0038 0000 0000 40599784 ed174f7a: trying to extract 128 bits from input
[    4.128669] random 0038 0000 0000 40599784 ed174f7a: debiting 0 entropy credits from input
[    4.128671] random 0038 0000 0000 40599784 ed174f7a: extract_entropy account returned: 0 
[    4.128674] random 0038 0000 0000 40599784 ed174f7a: urand_change_num 791 xfer_secondary_pool(16): pool_sig ffffff40, data_sig 00000000, bytes_mixed 0 40599784 ed174f7a
[    4.128677] random 0038 0000 0000 40599784 ed174f7a: trying to extract 128 bits from nonblocking
[    4.128679] random 0038 0000 0000 40599784 ed174f7a: debiting 128 entropy credits from nonblocking (unlimited)
[    4.128681] random 0038 0000 0000 40599784 ed174f7a: extract_entropy account returned: 16 
[    4.128685] random 0038 0000 0000 40599784 ed174f7a: urand_change_num 792 extract_buf: pool_sig ffffff40, data_sig 00000082, bytes_mixed 20 40599784 ed174f7a
[    4.128689] random 0038 0000 0000 40599784 ed174f7a: urand_change_num 793 extract_buf: pool_sig 0000008c, data_sig 00000264, bytes_mixed 20 40599784 ed174f7a
[    4.129603] random 0038 0000 0000 2b4c1cd7 fa3b128a: add_disk_randomness(8:0) 2b4c1cd7 fa3b128a
[    4.129607] random 0038 0000 0000 2b4c1cd7 fa3b128a: add_timer_randomness(.. 8388864) with jiffies: 4508547953681424141, cycles: 4508547949386543423
[    4.129610] random 0038 0000 0000 2b4c1cd7 fa3b128a: added 1 entropy credits to input
[    4.130647] random 0039 0000 0000 2b4c1cd7 fa3b128a: rand_read_num 262 get_random_bytes(16): sig 000004a8 2b4c1cd7 fa3b128a
[    4.130650] random 0039 0000 0000 2b4c1cd7 fa3b128a: extract_entropy(.. 16 ..)
[    4.130652] random 0039 0000 0000 2b4c1cd7 fa3b128a: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.130654] random 0039 0000 0000 2b4c1cd7 fa3b128a: extract_entropy(.. 16 ..)
[    4.130657] random 0039 0000 0000 2b4c1cd7 fa3b128a: trying to extract 128 bits from input
[    4.130659] random 0039 0000 0000 2b4c1cd7 fa3b128a: debiting 0 entropy credits from input
[    4.130661] random 0039 0000 0000 2b4c1cd7 fa3b128a: extract_entropy account returned: 0 
[    4.130664] random 0039 0000 0000 2b4c1cd7 fa3b128a: urand_change_num 794 xfer_secondary_pool(16): pool_sig 000004a8, data_sig 00000000, bytes_mixed 0 2b4c1cd7 fa3b128a
[    4.130666] random 0039 0000 0000 2b4c1cd7 fa3b128a: trying to extract 128 bits from nonblocking
[    4.130669] random 0039 0000 0000 2b4c1cd7 fa3b128a: debiting 128 entropy credits from nonblocking (unlimited)
[    4.130671] random 0039 0000 0000 2b4c1cd7 fa3b128a: extract_entropy account returned: 16 
[    4.130674] random 0039 0000 0000 2b4c1cd7 fa3b128a: urand_change_num 795 extract_buf: pool_sig 000004a8, data_sig ffffff30, bytes_mixed 20 2b4c1cd7 fa3b128a
[    4.130678] random 0039 0000 0000 914b4e90 ec3f91cb: urand_change_num 796 extract_buf: pool_sig 00000360, data_sig 0000008e, bytes_mixed 20 914b4e90 ec3f91cb
[    4.131452] random 0039 0000 0000 914b4e90 ec3f91cb: add_disk_randomness(8:0) 914b4e90 ec3f91cb
[    4.131456] random 0039 0000 0000 914b4e90 ec3f91cb: add_timer_randomness(.. 8388864) with jiffies: 4527597675532443405, cycles: 4527597671237562687
[    4.131711] random 0039 0000 0000 914b4e90 ec3f91cb: rand_read_num 263 get_random_bytes(16): sig fffffea0 914b4e90 ec3f91cb
[    4.131713] random 0039 0000 0000 914b4e90 ec3f91cb: extract_entropy(.. 16 ..)
[    4.131715] random 0039 0000 0000 914b4e90 ec3f91cb: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.131718] random 0039 0000 0000 914b4e90 ec3f91cb: extract_entropy(.. 16 ..)
[    4.131720] random 0039 0000 0000 914b4e90 ec3f91cb: trying to extract 128 bits from input
[    4.131722] random 0039 0000 0000 914b4e90 ec3f91cb: debiting 0 entropy credits from input
[    4.131724] random 0039 0000 0000 914b4e90 ec3f91cb: extract_entropy account returned: 0 
[    4.131727] random 0039 0000 0000 914b4e90 ec3f91cb: urand_change_num 797 xfer_secondary_pool(16): pool_sig fffffea0, data_sig 00000000, bytes_mixed 0 914b4e90 ec3f91cb
[    4.131729] random 0039 0000 0000 914b4e90 ec3f91cb: trying to extract 128 bits from nonblocking
[    4.131732] random 0039 0000 0000 914b4e90 ec3f91cb: debiting 128 entropy credits from nonblocking (unlimited)
[    4.131734] random 0039 0000 0000 914b4e90 ec3f91cb: extract_entropy account returned: 16 
[    4.131737] random 0039 0000 0000 914b4e90 ec3f91cb: urand_change_num 798 extract_buf: pool_sig fffffea0, data_sig ffffff49, bytes_mixed 20 914b4e90 ec3f91cb
[    4.131741] random 0039 0000 0000 0422e20f 851d6cb5: urand_change_num 799 extract_buf: pool_sig fffff980, data_sig ffffff28, bytes_mixed 20 0422e20f 851d6cb5
[    4.132707] random 0039 0000 0000 f9851b2a e6170790: add_disk_randomness(8:0) f9851b2a e6170790
[    4.132712] random 0039 0000 0000 f9851b2a e6170790: add_timer_randomness(.. 8388864) with jiffies: 4540527429763915534, cycles: 4540527425469034815
[    4.132790] random 0039 0000 0000 f9851b2a e6170790: add_disk_randomness(8:0) f9851b2a e6170790
[    4.132794] random 0039 0000 0000 f9851b2a e6170790: add_timer_randomness(.. 8388864) with jiffies: 4541372649262997262, cycles: 4541372644968116543
[    4.132853] random 0039 0000 0000 f9851b2a e6170790: add_disk_randomness(8:0) f9851b2a e6170790
[    4.132857] random 0039 0000 0000 f9851b2a e6170790: add_timer_randomness(.. 8388864) with jiffies: 4542021356828417806, cycles: 4542021352533537087
[    4.133264] RANDOM get_random_int call with cycles 54147711199007, jiffies 4294893326 and pid 1
[    4.133363] random 0039 0000 0000 f9851b2a e6170790: add_disk_randomness(8:0) f9851b2a e6170790
[    4.133369] random 0039 0000 0000 f9851b2a e6170790: add_timer_randomness(.. 8388864) with jiffies: 4547290366872575758, cycles: 4547290362577695039
[    4.133673] random 0039 0000 0000 f9851b2a e6170790: add_disk_randomness(8:0) f9851b2a e6170790
[    4.133677] random 0039 0000 0000 f9851b2a e6170790: add_timer_randomness(.. 8388864) with jiffies: 4550468642671615758, cycles: 4550468638376735039
[    4.133883] random 0039 0000 0000 f9851b2a e6170790: add_disk_randomness(8:0) f9851b2a e6170790
[    4.133887] random 0039 0000 0000 f9851b2a e6170790: add_timer_randomness(.. 8388864) with jiffies: 4552630149387837198, cycles: 4552630145092956479
[    4.133920] random 0039 0000 0000 f9851b2a e6170790: rand_read_num 264 get_random_bytes(16): sig fffffd57 f9851b2a e6170790
[    4.133922] random 0039 0000 0000 f9851b2a e6170790: extract_entropy(.. 16 ..)
[    4.133925] random 0039 0000 0000 f9851b2a e6170790: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.133927] random 0039 0000 0000 f9851b2a e6170790: extract_entropy(.. 16 ..)
[    4.133929] random 0039 0000 0000 f9851b2a e6170790: trying to extract 128 bits from input
[    4.133932] random 0039 0000 0000 f9851b2a e6170790: debiting 0 entropy credits from input
[    4.133934] random 0039 0000 0000 f9851b2a e6170790: extract_entropy account returned: 0 
[    4.133937] random 0039 0000 0000 f9851b2a e6170790: urand_change_num 800 xfer_secondary_pool(16): pool_sig fffffd57, data_sig 00000000, bytes_mixed 0 f9851b2a e6170790
[    4.133940] random 0039 0000 0000 f9851b2a e6170790: trying to extract 128 bits from nonblocking
[    4.133942] random 0039 0000 0000 f9851b2a e6170790: debiting 128 entropy credits from nonblocking (unlimited)
[    4.133944] random 0039 0000 0000 f9851b2a e6170790: extract_entropy account returned: 16 
[    4.133948] random 0039 0000 0000 f9851b2a e6170790: urand_change_num 801 extract_buf: pool_sig fffffd57, data_sig 0000018c, bytes_mixed 20 f9851b2a e6170790
[    4.133953] random 0039 0000 0000 f9851b2a e6170790: urand_change_num 802 extract_buf: pool_sig fffffc6d, data_sig ffffff1f, bytes_mixed 20 f9851b2a e6170790
[    4.134895] random 0039 0000 0000 89f2f797 7c4a038f: add_disk_randomness(8:0) 89f2f797 7c4a038f
[    4.134899] random 0039 0000 0000 89f2f797 7c4a038f: add_timer_randomness(.. 8388864) with jiffies: 4563058720824549134, cycles: 4563058716529668415
[    4.134906] random 0039 0000 0000 89f2f797 7c4a038f: add_disk_randomness(8:0) 89f2f797 7c4a038f
[    4.134909] random 0039 0000 0000 89f2f797 7c4a038f: add_timer_randomness(.. 8388864) with jiffies: 4563161117139853070, cycles: 4563161112844972351
[    4.135095] Adding 1046520k swap on /dev/sda5.  Priority:-1 extents:1 across:1046520k 
[    4.135272] random 0039 0000 0000 89f2f797 7c4a038f: add_disk_randomness(8:0) 89f2f797 7c4a038f
[    4.135276] random 0039 0000 0000 89f2f797 7c4a038f: add_timer_randomness(.. 8388864) with jiffies: 4566940392007589646, cycles: 4566940387712708927
[    4.135806] random 0039 0000 0000 89f2f797 7c4a038f: add_disk_randomness(8:0) 89f2f797 7c4a038f
[    4.135811] random 0039 0000 0000 89f2f797 7c4a038f: add_timer_randomness(.. 8388864) with jiffies: 4572442004595597070, cycles: 4572442000300716351
[    4.137569] random 0039 0000 0000 89f2f797 7c4a038f: rand_read_num 265 get_random_bytes(16): sig ffffff12 89f2f797 7c4a038f
[    4.137572] random 0039 0000 0000 89f2f797 7c4a038f: extract_entropy(.. 16 ..)
[    4.137574] random 0039 0000 0000 89f2f797 7c4a038f: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.137577] random 0039 0000 0000 89f2f797 7c4a038f: extract_entropy(.. 16 ..)
[    4.137579] random 0039 0000 0000 89f2f797 7c4a038f: trying to extract 128 bits from input
[    4.137581] random 0039 0000 0000 89f2f797 7c4a038f: debiting 0 entropy credits from input
[    4.137583] random 0039 0000 0000 89f2f797 7c4a038f: extract_entropy account returned: 0 
[    4.137586] random 0039 0000 0000 89f2f797 7c4a038f: urand_change_num 803 xfer_secondary_pool(16): pool_sig ffffff12, data_sig 00000000, bytes_mixed 0 89f2f797 7c4a038f
[    4.137589] random 0039 0000 0000 89f2f797 7c4a038f: trying to extract 128 bits from nonblocking
[    4.137591] random 0039 0000 0000 89f2f797 7c4a038f: debiting 128 entropy credits from nonblocking (unlimited)
[    4.137593] random 0039 0000 0000 89f2f797 7c4a038f: extract_entropy account returned: 16 
[    4.137597] random 0039 0000 0000 89f2f797 7c4a038f: urand_change_num 804 extract_buf: pool_sig ffffff12, data_sig ffffffb8, bytes_mixed 20 89f2f797 7c4a038f
[    4.137601] random 0039 0000 0000 89f2f797 7c4a038f: urand_change_num 805 extract_buf: pool_sig 00000015, data_sig 0000002c, bytes_mixed 20 89f2f797 7c4a038f
[    4.137730] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.137734] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4592253992947343119, cycles: 4592253988652462399
[    4.138414] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.138417] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4599295647663709967, cycles: 4599295643368829247
[    4.138769] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.138772] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4602954066446704399, cycles: 4602954062151823679
[    4.139005] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.139018] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4605392276430970639, cycles: 4605392272136089919
[    4.139289] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.139293] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4608315126229950223, cycles: 4608315121935069503
[    4.139351] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.139354] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4608950381957799695, cycles: 4608950377662918975
[    4.140390] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.140394] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4619660166378217232, cycles: 4619660162083336511
[    4.140505] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.140509] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4620840066908872464, cycles: 4620840062613991743
[    4.140564] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.140567] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4621443819051605776, cycles: 4621443814756725055
[    4.140620] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.140623] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4622017394754117392, cycles: 4622017390459236671
[    4.140678] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.140682] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4622625587893034768, cycles: 4622625583598154047
[    4.140734] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.140737] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4623195336779685648, cycles: 4623195332484804927
[    4.140790] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.140794] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4623774062147985168, cycles: 4623774057853104447
[    4.140848] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.140852] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4624372269487939344, cycles: 4624372265193058623
[    4.140906] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.140909] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4624965760953802512, cycles: 4624965756658921791
[    4.140968] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.140972] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4625608790572457744, cycles: 4625608786277577023
[    4.141027] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.141030] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4626210511195660048, cycles: 4626210506900779327
[    4.141082] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.141085] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4626779332369374992, cycles: 4626779328074494271
[    4.141137] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.141141] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4627349944544452368, cycles: 4627349940249571647
[    4.141196] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.141199] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4627952489801375504, cycles: 4627952485506494783
[    4.141255] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.141258] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4628557444534951696, cycles: 4628557440240070975
[    4.141309] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.141313] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4629122511907249936, cycles: 4629122507612369215
[    4.141373] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.141377] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4629780440767454992, cycles: 4629780436472574271
[    4.141427] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.141431] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4630336089276473104, cycles: 4630336084981592383
[    4.141481] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
[    4.141485] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_timer_randomness(.. 8388864) with jiffies: 4630894370600443664, cycles: 4630894366305562943
[    4.141535] random 0039 0000 0000 2b06a9b2 b3c5d98c: add_disk_randomness(8:0) 2b06a9b2 b3c5d98c
